ms_path,base_name,year,start_freq,end_freq,bandwidth,size,uv_sub_path,build_concat_all,tclean_all,build_concat_epoch,tclean_epoch
/home/00103780/dlg/MeasurementSets/Split/3fc3a55b759142a0.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,980,984,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/6847152a8e4b6f46.ms,/home/00103780/dlg/MeasurementSets/tclean_all/8ce39cedcd754180.ms,,
/home/00103780/dlg/MeasurementSets/Split/dc1aaf06e75a8271.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,984,988,4,0.043,,/home/00103780/dlg/MeasurementSets/build_concat_all/16e5f37f723784b2.ms,/home/00103780/dlg/MeasurementSets/tclean_all/8ff3a6ab7225e1e6.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/851ac51e27e60604.ms
/home/00103780/dlg/MeasurementSets/Split/039ba6ccb3daaa5b.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,988,992,4,0.043,,/home/00103780/dlg/MeasurementSets/build_concat_all/8d2c71e85c205ce3.ms,/home/00103780/dlg/MeasurementSets/tclean_all/3dcd98def21370a4.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/7a72cf877b196b00.ms
/home/00103780/dlg/MeasurementSets/Split/bc1fda0d35bade74.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,988,992,4,0.041,,/home/00103780/dlg/MeasurementSets/build_concat_all/8d2c71e85c205ce3.ms,/home/00103780/dlg/MeasurementSets/tclean_all/3dcd98def21370a4.ms,,
/home/00103780/dlg/MeasurementSets/Split/bc5fb410829a1dcd.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,984,988,4,0.05,,/home/00103780/dlg/MeasurementSets/build_concat_all/16e5f37f723784b2.ms,/home/00103780/dlg/MeasurementSets/tclean_all/8ff3a6ab7225e1e6.ms,,
/home/00103780/dlg/MeasurementSets/Split/d24f42beb5261f86.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,984,988,4,0.041,,/home/00103780/dlg/MeasurementSets/build_concat_all/16e5f37f723784b2.ms,/home/00103780/dlg/MeasurementSets/tclean_all/8ff3a6ab7225e1e6.ms,,
/home/00103780/dlg/MeasurementSets/Split/780cf32bfc001a93.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,988,992,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/8d2c71e85c205ce3.ms,/home/00103780/dlg/MeasurementSets/tclean_all/3dcd98def21370a4.ms,,
/home/00103780/dlg/MeasurementSets/Split/312ab8a78723fa36.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,988,992,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/8d2c71e85c205ce3.ms,/home/00103780/dlg/MeasurementSets/tclean_all/3dcd98def21370a4.ms,,
/home/00103780/dlg/MeasurementSets/Split/fd9de008e2c0067f.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,992,996,4,0.046,,/home/00103780/dlg/MeasurementSets/build_concat_all/abf434d4f54af89d.ms,/home/00103780/dlg/MeasurementSets/tclean_all/52b0521e2a07b698.ms,,
/home/00103780/dlg/MeasurementSets/Split/16886129de6f8198.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,992,996,4,0.043,,/home/00103780/dlg/MeasurementSets/build_concat_all/abf434d4f54af89d.ms,/home/00103780/dlg/MeasurementSets/tclean_all/52b0521e2a07b698.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/778d1b5aa1136c37.ms
/home/00103780/dlg/MeasurementSets/Split/1d385561e338d93b.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,992,996,4,0.045,,/home/00103780/dlg/MeasurementSets/build_concat_all/abf434d4f54af89d.ms,/home/00103780/dlg/MeasurementSets/tclean_all/52b0521e2a07b698.ms,,
/home/00103780/dlg/MeasurementSets/Split/ec7f84b445f6aa1e.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,992,996,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/abf434d4f54af89d.ms,/home/00103780/dlg/MeasurementSets/tclean_all/52b0521e2a07b698.ms,,
/home/00103780/dlg/MeasurementSets/Split/e11d38286a117ebb.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,992,996,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/abf434d4f54af89d.ms,/home/00103780/dlg/MeasurementSets/tclean_all/52b0521e2a07b698.ms,,
/home/00103780/dlg/MeasurementSets/Split/ff9f0067ddc12e66.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,996,1000,4,0.046,,/home/00103780/dlg/MeasurementSets/build_concat_all/b5a6b962f5b157c5.ms,/home/00103780/dlg/MeasurementSets/tclean_all/a1689c5ac99e8293.ms,,
/home/00103780/dlg/MeasurementSets/Split/7be3b72698b5ee08.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,996,1000,4,0.043,,/home/00103780/dlg/MeasurementSets/build_concat_all/b5a6b962f5b157c5.ms,/home/00103780/dlg/MeasurementSets/tclean_all/a1689c5ac99e8293.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/6c224663883bb67a.ms
/home/00103780/dlg/MeasurementSets/Split/c9ecf291a63532fc.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,996,1000,4,0.044,,/home/00103780/dlg/MeasurementSets/build_concat_all/b5a6b962f5b157c5.ms,/home/00103780/dlg/MeasurementSets/tclean_all/a1689c5ac99e8293.ms,,
/home/00103780/dlg/MeasurementSets/Split/8212656281a68b68.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,996,1000,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/b5a6b962f5b157c5.ms,/home/00103780/dlg/MeasurementSets/tclean_all/a1689c5ac99e8293.ms,,
/home/00103780/dlg/MeasurementSets/Split/505a35477cc9aae4.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,996,1000,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/b5a6b962f5b157c5.ms,/home/00103780/dlg/MeasurementSets/tclean_all/a1689c5ac99e8293.ms,,
/home/00103780/dlg/MeasurementSets/Split/fa0b764188377132.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,1000,1004,4,0.046,,/home/00103780/dlg/MeasurementSets/build_concat_all/c5a394ae7adb25c8.ms,/home/00103780/dlg/MeasurementSets/tclean_all/1a4c48cf20462153.ms,,
/home/00103780/dlg/MeasurementSets/Split/10815eb26537477f.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,1000,1004,4,0.043,,/home/00103780/dlg/MeasurementSets/build_concat_all/c5a394ae7adb25c8.ms,/home/00103780/dlg/MeasurementSets/tclean_all/1a4c48cf20462153.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/3d12339844e4205c.ms
/home/00103780/dlg/MeasurementSets/Split/588ced9d9a5f8b1e.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,1004,1008,4,0.046,,/home/00103780/dlg/MeasurementSets/build_concat_all/51619024bc0f1d2d.ms,/home/00103780/dlg/MeasurementSets/tclean_all/ed0cb2cbbbb0ea9b.ms,,
/home/00103780/dlg/MeasurementSets/Split/dc8f416441b4a17a.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,1000,1004,4,0.044,,/home/00103780/dlg/MeasurementSets/build_concat_all/c5a394ae7adb25c8.ms,/home/00103780/dlg/MeasurementSets/tclean_all/1a4c48cf20462153.ms,,
/home/00103780/dlg/MeasurementSets/Split/8f4385f37f07ccbe.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,1000,1004,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/c5a394ae7adb25c8.ms,/home/00103780/dlg/MeasurementSets/tclean_all/1a4c48cf20462153.ms,,
/home/00103780/dlg/MeasurementSets/Split/6789983edeb8578e.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,1000,1004,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/c5a394ae7adb25c8.ms,/home/00103780/dlg/MeasurementSets/tclean_all/1a4c48cf20462153.ms,,
/home/00103780/dlg/MeasurementSets/Split/f4ed80244044a85e.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,1004,1008,4,0.043,,/home/00103780/dlg/MeasurementSets/build_concat_all/51619024bc0f1d2d.ms,/home/00103780/dlg/MeasurementSets/tclean_all/ed0cb2cbbbb0ea9b.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/fba975c9c448dd8c.ms
/home/00103780/dlg/MeasurementSets/Split/9beb350981472dda.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,1008,1012,4,0.046,,/home/00103780/dlg/MeasurementSets/build_concat_all/c66f568b2ac52b78.ms,/home/00103780/dlg/MeasurementSets/tclean_all/70542bfbab3f14e0.ms,,
/home/00103780/dlg/MeasurementSets/Split/0345c655e102e673.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,1004,1008,4,0.044,,/home/00103780/dlg/MeasurementSets/build_concat_all/51619024bc0f1d2d.ms,/home/00103780/dlg/MeasurementSets/tclean_all/ed0cb2cbbbb0ea9b.ms,,
/home/00103780/dlg/MeasurementSets/Split/a8aee488d25319e8.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,1004,1008,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/51619024bc0f1d2d.ms,/home/00103780/dlg/MeasurementSets/tclean_all/ed0cb2cbbbb0ea9b.ms,,
/home/00103780/dlg/MeasurementSets/Split/2d32417e1c146727.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,1004,1008,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/51619024bc0f1d2d.ms,/home/00103780/dlg/MeasurementSets/tclean_all/ed0cb2cbbbb0ea9b.ms,,
/home/00103780/dlg/MeasurementSets/Split/25ddf058b1776ab4.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,1008,1012,4,0.043,,/home/00103780/dlg/MeasurementSets/build_concat_all/c66f568b2ac52b78.ms,/home/00103780/dlg/MeasurementSets/tclean_all/70542bfbab3f14e0.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/c73608836d3dbcce.ms
/home/00103780/dlg/MeasurementSets/Split/26b4e6143a3968d8.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,1008,1012,4,0.044,,/home/00103780/dlg/MeasurementSets/build_concat_all/c66f568b2ac52b78.ms,/home/00103780/dlg/MeasurementSets/tclean_all/70542bfbab3f14e0.ms,,
/home/00103780/dlg/MeasurementSets/Split/6e6d409ba01dea70.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,1008,1012,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/c66f568b2ac52b78.ms,/home/00103780/dlg/MeasurementSets/tclean_all/70542bfbab3f14e0.ms,,
/home/00103780/dlg/MeasurementSets/Split/6cdaea3e72ec6a41.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,1008,1012,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/c66f568b2ac52b78.ms,/home/00103780/dlg/MeasurementSets/tclean_all/70542bfbab3f14e0.ms,,
/home/00103780/dlg/MeasurementSets/Split/bd57b910d45e12a2.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,1012,1016,4,0.02,,/home/00103780/dlg/MeasurementSets/build_concat_all/1149b0fe8ac3ee6e.ms,/home/00103780/dlg/MeasurementSets/tclean_all/e85cb0ad55b0c6d5.ms,,
/home/00103780/dlg/MeasurementSets/Split/3364bff16e5a3c38.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,1012,1016,4,0.044,,/home/00103780/dlg/MeasurementSets/build_concat_all/1149b0fe8ac3ee6e.ms,/home/00103780/dlg/MeasurementSets/tclean_all/e85cb0ad55b0c6d5.ms,,
/home/00103780/dlg/MeasurementSets/Split/01c30ccc6f6c7b71.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,1012,1016,4,0.05,,/home/00103780/dlg/MeasurementSets/build_concat_all/1149b0fe8ac3ee6e.ms,/home/00103780/dlg/MeasurementSets/tclean_all/e85cb0ad55b0c6d5.ms,,/home/00103780/dlg/MeasurementSets/tclean_epoch/81ac0ff73c3c8a04.ms
/home/00103780/dlg/MeasurementSets/Split/559b3c6e93094772.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,1012,1016,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/1149b0fe8ac3ee6e.ms,/home/00103780/dlg/MeasurementSets/tclean_all/e85cb0ad55b0c6d5.ms,,
/home/00103780/dlg/MeasurementSets/Split/f4b3c66f5dcd6ef1.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,1012,1016,4,0.048,,/home/00103780/dlg/MeasurementSets/build_concat_all/1149b0fe8ac3ee6e.ms,/home/00103780/dlg/MeasurementSets/tclean_all/e85cb0ad55b0c6d5.ms,,
/home/00103780/dlg/MeasurementSets/Split/f302a0078ac7a3a7.ms.tar,13B-266.sb27243380.eb28499779.56605.3831562037_calibrated_deepfield.ms,2013-2014,944,948,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/bdf00cbe29c08f3c.ms.tar,13B-266.sb30134968.eb30452820.57078.09859436343_calibrated_deepfield.ms,2015,944,948,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/1d3ca7b7e3d173d3.ms.tar,13B-266.sb34131298.eb34685710.58070.41796880787_calibrated_deepfield.ms,2017-2018,944,948,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/7fb622eb104af4a1.ms.tar,13B-266.sb32006038.eb32097169.57524.93682481481_calibrated_deepfield.ms,2016,944,948,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/908a1daf352f9981.ms.tar,13B-266.sb36219649.eb36460449.58549.13729381944_calibrated_deepfield.ms,2019,944,948,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/0441b4b4d5864b59.ms.tar,13B-266.sb27243380.eb28501582.56608.36360891204_calibrated_deepfield.ms,2013-2014,944,948,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/63262123f6c3250f.ms.tar,13B-266.sb34131298.eb34685710.58070.41796880787_calibrated_deepfield.ms,2017-2018,948,952,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/1217bbb3181b5aa1.ms.tar,13B-266.sb30134968.eb30452820.57078.09859436343_calibrated_deepfield.ms,2015,948,952,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/5d7d70cb89a59d28.ms.tar,13B-266.sb32006038.eb32097169.57524.93682481481_calibrated_deepfield.ms,2016,948,952,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/ef3287505fd89154.ms.tar,13B-266.sb36219649.eb36460449.58549.13729381944_calibrated_deepfield.ms,2019,948,952,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/a9cb50ba8362025d.ms.tar,13B-266.sb34130982.eb34693047.58073.39943592592_calibrated_deepfield.ms,2017-2018,944,948,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/6794d84afe810923.ms.tar,13B-266.sb30134968.eb30452820.57078.09859436343_calibrated_deepfield.ms,2015,952,956,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/eb817987444cbb0d.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,944,948,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/ce3fbb38d34f41a7.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,944,948,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/155f30e3cb015170.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,944,948,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/d003cafc99329ecf.ms.tar,13B-266.sb32006038.eb32118713.57525.89314894676_calibrated_deepfield.ms,2016,948,952,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/58ebe70711bf2805.ms.tar,13B-266.sb36219649.eb36472575.58554.086985277776_calibrated_deepfield.ms,2019,948,952,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/e64a3447c20a1a89.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,948,952,4,-1,,,,,
/home/00103780/dlg/MeasurementSets/Split/bb4ff6f27f26ed46.ms.tar,13B-266.sb30134968.eb30465086.57081.090475219906_calibrated_deepfield.ms,2015,952,956,4,-1,,,,,
